county_name,administered_count,administered_count_change,administered_count_roll_avg,allocated_doses,persons_fully_vaccinated,persons_fully_vaccinated_change,report_date,population,pct_vaccinated_population,longitude,latitude,l_h_d_reported_inventory,community_reported_inventory,total_reported_inventory,inventory_report_date,administered_doses_per_100k
Illinois,1,1,0.0,0,0,0,2020-12-15,12741080,0.0,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,0.007848628216760275
Illinois,1567,1566,224.0,49950,0,0,2020-12-16,12741080,0.0,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,12.29880041566335
Illinois,11721,10154,1674.0,83670,0,0,2020-12-17,12741080,0.0,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,91.99377132864718
Illinois,31275,19554,4468.0,83670,11,11,2020-12-18,12741080,8.633491038436302e-05,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,245.4658474791776
Illinois,43372,12097,6196.0,83670,11,0,2020-12-19,12741080,8.633491038436302e-05,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,340.4107030173266
Illinois,49492,6120,7070.0,83670,11,0,2020-12-20,12741080,8.633491038436302e-05,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,388.4443077038995
Illinois,60935,11443,8705.0,83670,28,17,2020-12-21,12741080,0.0002197615900692877,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,478.25616038828736
Illinois,70052,9117,10007.0,83670,28,0,2020-12-22,12741080,0.0002197615900692877,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,549.8121038404907
Illinois,79801,9749,11176.0,83670,28,0,2020-12-23,12741080,0.0002197615900692877,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,626.3283803256867
Illinois,85099,5298,10483.0,83670,28,0,2020-12-24,12741080,0.0002197615900692877,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,667.9104126180827
Illinois,86232,1133,7851.0,83670,28,0,2020-12-25,12741080,0.0002197615900692877,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,676.802908387672
Illinois,87551,1319,6311.0,0,28,0,2020-12-26,12741080,0.0002197615900692877,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,687.1552490055788
Illinois,88541,990,5578.0,83670,28,0,2020-12-27,12741080,0.0002197615900692877,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,694.9253909401714
Illinois,94181,5640,4749.0,83670,28,0,2020-12-28,12741080,0.0002197615900692877,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,739.1916540826994
Illinois,111496,17315,5921.0,83670,29,1,2020-12-29,12741080,0.00022761021828604798,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,875.0906516559036
Illinois,130846,19350,7292.0,83670,29,0,2020-12-30,12741080,0.00022761021828604798,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,1026.961607650215
Illinois,144537,13691,8491.0,83670,29,0,2020-12-31,12741080,0.00022761021828604798,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,1134.4171765658798
Illinois,149760,5223,9075.0,83670,29,0,2021-01-01,12741080,0.00022761021828604798,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,1175.4105617420187
Illinois,153306,3546,9394.0,83670,29,0,2021-01-02,12741080,0.00022761021828604798,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,1203.2417973986505
Illinois,155587,2281,9578.0,83670,29,0,2021-01-03,12741080,0.00022761021828604798,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,1221.1445183610808
Illinois,168273,12686,10585.0,83670,142,113,2021-01-04,12741080,0.001114505206779959,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,1320.7122159189016
Illinois,191228,22955,11390.0,83670,434,292,2021-01-05,12741080,0.003406304646073959,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,1500.8774766346337
Illinois,211824,20596,11568.0,83670,2867,2433,2021-01-06,12741080,0.02250201709745171,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,1662.5278233870285
Illinois,241935,30111,13914.0,83670,20904,18037,2021-01-07,12741080,0.16406772424315677,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,1898.857867621897
Illinois,283961,42026,19172.0,95490,42747,21843,2021-01-08,12741080,0.3355053103818515,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,2228.7043170594643
Illinois,307252,23291,21992.0,95490,54823,12076,2021-01-09,12741080,0.43028534472744856,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,2411.506716856028
Illinois,322949,15697,23909.0,95490,62103,7280,2021-01-10,12741080,0.48742335814546334,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,2534.706633974514
Illinois,341313,18364,24720.0,95490,73426,11323,2021-01-11,12741080,0.57629337544384,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,2678.8388425470994
Illinois,372235,30922,25858.0,95490,84144,10718,2021-01-12,12741080,0.6604149726710765,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,2921.534124265761
Illinois,403878,31643,27436.0,95490,92950,8806,2021-01-13,12741080,0.7295299927478676,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,3169.888266928706
Illinois,439655,35777,28246.0,95490,103740,10790,2021-01-14,12741080,0.8142166912067108,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,3450.6886386397387
Illinois,464848,25193,25841.0,95490,105797,2057,2021-01-15,12741080,0.8303613194485868,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,3648.41912930458
Illinois,481490,16642,24891.0,95490,107068,1271,2021-01-16,12741080,0.8403369259120891,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,3779.036000087905
Illinois,490447,8957,23928.0,95490,107668,600,2021-01-17,12741080,0.8450461028421452,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,3849.3361630254262
Illinois,503798,13351,23212.0,95490,110644,2976,2021-01-18,12741080,0.8684036204152238,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,3954.123198347393
Illinois,533543,29745,23044.0,95490,115179,4535,2021-01-19,12741080,0.9039971493782316,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,4187.580644654927
Illinois,568807,35264,23561.0,95490,123921,8742,2021-01-20,12741080,0.97260985724915,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,4464.354670090762
Illinois,614133,45326,24925.0,95490,132682,8761,2021-01-21,12741080,1.0413716890561868,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,4820.101592643638
Illinois,656357,42224,27358.0,95490,138869,6187,2021-01-22,12741080,1.0899311518332826,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,5151.502070468124
Illinois,679180,22823,28241.0,95490,141083,2214,2021-01-23,12741080,1.1073080147051897,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,5330.631312259243
Illinois,693527,14347,29011.0,95490,144145,3062,2021-01-24,12741080,1.1313405143049098,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,5443.235581285103
Illinois,720614,27087,30974.0,95490,152113,7968,2021-01-25,12741080,1.1938783839360556,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,5655.831373792489
Illinois,775070,54456,34504.0,95490,166625,14512,2021-01-26,12741080,1.3077776766176807,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,6083.236271964386
Illinois,832702,57632,37699.0,95490,185965,19340,2021-01-27,12741080,1.4595701463298245,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,6535.568413352715
Illinois,893754,61052,39946.0,95490,202629,16664,2021-01-28,12741080,1.5903596869339176,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,7014.742863242363
Illinois,953471,59717,42445.0,95490,216984,14355,2021-01-29,12741080,1.7030267449855114,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,7483.439394462636
Illinois,994907,41436,45104.0,95490,224668,7684,2021-01-30,12741080,1.7633356042030974,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,7808.655153252314
Illinois,1012431,17524,45558.0,95490,228934,4266,2021-01-31,12741080,1.7968178521757967,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,7946.194514122822
Illinois,1046711,34280,46585.0,95490,237116,8182,2021-02-01,12741080,1.8610353282453294,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,8215.245489393363
Illinois,1114711,68000,48520.0,95490,254818,17702,2021-02-02,12741080,1.9999717449384198,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,8748.952208133062
Illinois,1181222,66511,49789.0,95490,267969,13151,2021-02-03,12741080,2.103189054617034,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,9270.972319458006
Illinois,1260906,79684,52450.0,95490,284727,16758,2021-02-04,12741080,2.234716366273503,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,9896.382410282331
Illinois,1330239,69333,53824.0,95490,298412,13685,2021-02-05,12741080,2.3421248434198674,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,10440.551350434971
Illinois,1385243,55004,55762.0,95490,310322,11910,2021-02-06,12741080,2.4356020054814818,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,10872.257296869653
Illinois,1404910,19667,56068.0,95490,314349,4027,2021-02-07,12741080,2.4672084313103757,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,11026.616268008678
Illinois,1465655,60745,59849.0,95490,327480,13131,2021-02-08,12741080,2.5702687684246546,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,11503.38118903578
Illinois,1528232,62577,59074.0,95490,344276,16796,2021-02-09,12741080,2.7020943279533602,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,11994.524796955988
Illinois,1596898,68666,59382.0,95490,364454,20178,2021-02-10,12741080,2.8604639481111493,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,12533.458702088048
Illinois,1691997,95099,61584.0,95490,393334,28880,2021-02-11,12741080,3.087132331011186,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,13279.855396873736
Illinois,1770822,78825,62940.0,95490,418515,25181,2021-02-12,12741080,3.2847686381374266,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,13898.523516059862
Illinois,1829062,58240,63403.0,95490,433853,15338,2021-02-13,12741080,3.4051508977260956,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,14355.627623403983
Illinois,1868462,39400,66222.0,95490,442104,8251,2021-02-14,12741080,3.4699099291425846,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,14664.863575144334
Illinois,1908475,40013,63260.0,95490,450462,8358,2021-02-15,12741080,3.5355087637782665,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,14978.910735981566
Illinois,1948136,39661,59986.0,95490,466439,15977,2021-02-16,12741080,3.6609062967974455,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,15290.195179686494
Illinois,2020446,72310,60507.0,95490,493548,27109,2021-02-17,12741080,3.8736747591255996,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,15857.72948604043
Illinois,2103258,82812,58752.0,95490,529827,36279,2021-02-18,12741080,4.158415142201446,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,16507.69008592678
Illinois,2180539,77281,58531.0,95490,563895,34068,2021-02-19,12741080,4.425802208290035,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,17114.239923146233
Illinois,2193685,13146,52089.0,95490,570219,6324,2021-02-20,12741080,4.475436933132827,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,17217.417989683763
Illinois,2253174,59489,54959.0,95490,595216,24997,2021-02-21,12741080,4.6716290926671835,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,17684.325033670615
Illinois,2296004,42830,55361.0,95490,615208,19992,2021-02-22,12741080,4.828538867976655,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,18020.48178019446
Illinois,2351500,55496,57623.0,95490,644741,29533,2021-02-23,12741080,5.060332405102237,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,18456.049251711785
Illinois,2480418,128918,65710.0,95490,699409,54668,2021-02-24,12741080,5.4894012124560865,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,19467.878704160088
Illinois,2581749,101331,68356.0,95490,754328,54919,2021-02-25,12741080,5.920440025492344,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,20263.188049992623
Illinois,2666847,85098,69473.0,95490,803625,49297,2021-02-26,12741080,6.307353850693975,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,20931.09061398249
Illinois,2745653,78806,78853.0,95490,847561,43936,2021-02-27,12741080,6.652191180025555,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,21549.6096092325
Illinois,2796067,50414,77556.0,95490,869843,22282,2021-02-28,12741080,6.827074313951408,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,21945.29035215225
Illinois,2856397,60330,80056.0,95490,901131,31288,2021-03-01,12741080,7.072642193597403,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,22418.7980924694
Illinois,2937937,81540,83777.0,95490,942194,41063,2021-03-02,12741080,7.39493041406223,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,23058.77523726403
Illinois,3030674,92737,78608.0,95490,989120,46926,2021-03-03,12741080,7.763235141761923,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,23786.63347220173
Illinois,3163090,132416,83049.0,95490,1057633,68513,2021-03-04,12741080,8.300968206776819,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,24825.917426152257
Illinois,3297049,133959,90029.0,95490,1124873,67240,2021-03-05,12741080,8.82870996807178,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,25877.311813441243
Illinois,3394567,97518,92702.0,95490,1176867,51994,2021-03-06,12741080,9.236791543574014,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,26642.694339883277
Illinois,3423681,29114,89659.0,95490,1192939,16072,2021-03-07,12741080,9.362934696273784,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,26871.199301786037
Illinois,3499556,75875,91880.0,95490,1235777,42838,2021-03-08,12741080,9.699154231823362,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,27466.71396773272
Illinois,3608220,108664,95755.0,95490,1290232,54455,2021-03-09,12741080,10.126551281367043,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,28319.57730427876
Illinois,3723889,115669,99031.0,95490,1350019,59787,2021-03-10,12741080,10.595797216562488,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,29227.420281483202
Illinois,3834871,110982,95969.0,95490,1414655,64636,2021-03-11,12741080,11.103101149981006,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,30098.47673823569
Illinois,3985131,150260,98297.0,95490,1488644,73989,2021-03-12,12741080,11.683813303110883,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,31277.811614086088
Illinois,4080871,95740,98043.0,95490,1535575,46931,2021-03-13,12741080,12.052157273951659,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,32029.23927955872
Illinois,4159332,78461,105093.0,95490,1583074,47499,2021-03-14,12741080,12.424959265619554,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,32645.050498073946
Illinois,4246130,86798,106653.0,95490,1625678,42604,2021-03-15,12741080,12.759342222166408,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,33326.29573003231
Illinois,4356716,110586,106928.0,95490,1672544,46866,2021-03-16,12741080,13.127176032173097,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,34194.24413001096
Illinois,4452029,95313,104020.0,95490,1714274,41730,2021-03-17,12741080,13.454699287658503,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,34942.32043123503
Illinois,4590202,138173,107904.0,95490,1761792,47518,2021-03-18,12741080,13.827650403262517,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,36026.78893782945
Illinois,4723061,132859,105419.0,95490,1812033,50241,2021-03-19,12741080,14.22197333350077,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,37069.549834080004
Illinois,4811220,88159,104336.0,95490,1843570,31537,2021-03-20,12741080,14.469495521572739,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,37761.47704904137
Illinois,4854371,43151,99291.0,95490,1860442,16872,2021-03-21,12741080,14.601917576845919,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,38100.15320522279
Illinois,4931643,77272,97930.0,95490,1887169,26727,2021-03-22,12741080,14.811687863195273,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,38706.632404788295
Illinois,5037678,106035,97280.0,95490,1919233,32064,2021-03-23,12741080,15.063346278337471,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,39538.861697752465
Illinois,5157636,119958,100801.0,95490,1952577,33344,2021-03-24,12741080,15.325050937597126,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,40480.36744137859
Illinois,5283576,125940,99053.0,95490,1995205,42628,2021-03-25,12741080,15.659622261221184,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,41468.82367899738
Illinois,5418520,134944,99351.0,95490,2048963,53758,2021-03-26,12741080,16.081548816897783,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,42527.94896507988
Illinois,5526411,107891,102170.0,95490,2096439,47476,2021-03-27,12741080,16.454170290116693,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,43374.74531201437
Illinois,5575132,48721,102966.0,95490,2115389,18950,2021-03-28,12741080,16.6029017948243,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,43757.13832736314
Illinois,5660841,85709,104171.0,95490,2143925,28536,2021-03-29,12741080,16.826870249617773,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,44429.836403193454
Illinois,5794018,133177,108049.0,95490,2195547,51622,2021-03-30,12741080,17.23203213542337,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,45475.09316321694
Illinois,5907532,113514,107128.0,95490,2239620,44073,2021-03-31,12741080,17.577944726820647,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,46366.02234661426
Illinois,6054124,146592,110078.0,95490,2300488,60868,2021-04-01,12741080,18.05567502911841,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,47516.56845416558
Illinois,6197956,143832,111348.0,95490,2362757,62269,2021-04-02,12741080,18.544401259547858,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,48645.45234783865
Illinois,6299359,101403,110421.0,95490,2411595,48838,2021-04-03,12741080,18.927712564397993,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,49441.32679490279
Illinois,6326211,26852,107297.0,95490,2425198,13603,2021-04-04,12741080,19.034477454030586,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,49652.07815977923
Illinois,6420379,94168,108505.0,95490,2470996,45798,2021-04-05,12741080,19.393928929101772,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,50391.16778169511
Illinois,6558753,138374,109248.0,95490,2543044,72048,2021-04-06,12741080,19.959406894862916,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,51477.2138625611
Illinois,6711390,152637,114837.0,95490,2622347,79303,2021-04-07,12741080,20.581826658336656,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,52675.20492768274
Illinois,6873463,162073,117048.0,95490,2717488,95141,2021-04-08,12741080,21.328552995507447,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,53947.25564865773
Illinois,7047513,174050,121365.0,95490,2831501,114013,2021-04-09,12741080,22.223398644384933,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,55313.309389784845
Illinois,7177750,130237,125484.0,95490,2909492,77991,2021-04-10,12741080,22.835521007638285,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,56335.49118285106
Illinois,7242153,64403,130849.0,95490,2947810,38318,2021-04-11,12741080,23.136264743648105,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,56840.96638589507
Illinois,7341747,99594,131624.0,95490,3011311,63501,2021-04-12,12741080,23.634660484040598,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,57622.6426645151
Illinois,7478925,137178,131453.0,95490,3089096,77785,2021-04-13,12741080,24.245166029881297,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,58699.301786033844
Illinois,7607156,128231,127967.0,95490,3155766,66670,2021-04-14,12741080,24.768434073092706,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,59705.73923089723
Illinois,7774989,167833,128789.0,95490,3245721,89955,2021-04-15,12741080,25.474457424331376,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,61022.998050400754
Illinois,7933408,158419,126556.0,95490,3335088,89367,2021-04-16,12741080,26.175865782178594,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,62266.369883871695
Illinois,8047947,114539,124314.0,95490,3398941,63853,2021-04-17,12741080,26.677024239703385,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,63165.34391119121
Illinois,8112646,64699,124356.0,95490,3435450,36509,2021-04-18,12741080,26.96356980726908,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,63673.14230818738
Illinois,8193741,81095,121713.0,95490,3487177,51727,2021-04-19,12741080,27.369555799037443,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,64309.626813425544
Illinois,8341156,147415,123176.0,95490,3571274,84097,2021-04-20,12741080,28.02960188618233,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,65466.63234199926
Illinois,8473369,132213,123745.0,95490,3646496,75222,2021-04-21,12741080,28.619991397903476,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,66504.3230244218
Illinois,8608824,135455,119119.0,95490,3725891,79395,2021-04-22,12741080,29.243133235173158,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,67567.45895952305
Illinois,8739600,130776,115170.0,95490,3800689,74798,2021-04-23,12741080,29.83019492853039,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,68593.8711631981
Illinois,8834592,94992,112378.0,95490,3851613,50924,2021-04-24,12741080,30.229878471840692,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,69339.42805476459
Illinois,8884676,50084,110290.0,95490,3873751,22138,2021-04-25,12741080,30.403631403303333,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,69732.51875037281
Illinois,8965071,80395,110190.0,95490,3919730,45979,2021-04-26,12741080,30.76450348008175,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,70363.50921585926
Illinois,9070020,104949,104123.0,95490,3985452,65722,2021-04-27,12741080,31.280331023743667,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,71187.21489858003
Illinois,9176741,106721,100482.0,95490,4054098,68646,2021-04-28,12741080,31.81910795631139,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,72024.8283505009
Illinois,9279512,102771,95813.0,95490,4120662,66564,2021-04-29,12741080,32.34154404493182,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,72831.43972096557
Illinois,9367418,87906,89688.0,95490,4177299,56637,2021-04-30,12741080,32.78606680124448,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,73521.3812329881
Illinois,9411594,44176,82429.0,95490,4203188,25889,2021-05-01,12741080,32.989259937148184,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,73868.1022330917
Illinois,9428370,16776,77671.0,95490,4212021,8833,2021-05-02,12741080,33.05858687018683,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,73999.77082005606
Illinois,9473115,44745,72578.0,95490,4239489,27468,2021-05-03,12741080,33.2741729900448,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,74350.95768961501
Illinois,9589713,116598,74242.0,95490,4312013,72524,2021-05-04,12741080,33.843386902837125,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,75266.09204243282
Illinois,9688428,98715,73098.0,95490,4383086,71073,2021-05-05,12741080,34.401212456086924,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,76040.86937685031
Illinois,9761194,72766,68812.0,95490,4436534,53448,2021-05-06,12741080,34.82070593701633,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,76611.98265767109
Illinois,9867959,106765,71506.0,95490,4516141,79607,2021-05-07,12741080,35.44551168346796,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,77449.9414492335
Illinois,9948317,80358,76675.0,95490,4570360,54219,2021-05-08,12741080,35.871056456752484,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,78080.64151547593
Illinois,10018420,70103,84293.0,95490,4618227,47867,2021-05-09,12741080,36.24674674360415,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,78630.85389935547
Illinois,10076457,58037,86192.0,95490,4658474,40247,2021-05-10,12741080,36.5626304834441,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,79086.36473517159
Illinois,10149020,72563,79901.0,95490,4713493,55019,2021-05-11,12741080,36.99445415930204,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,79655.88474446436
Illinois,10216575,67555,75450.0,95490,4762703,49210,2021-05-12,12741080,37.38068515384881,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,80186.0988236476
Illinois,10293758,77183,76081.0,95490,4814085,51382,2021-05-13,12741080,37.78396336888239,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,80791.87949530181
Illinois,10412997,119239,77863.0,95490,4886633,72548,2021-05-14,12741080,38.35336564875191,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,81727.74207524008
Illinois,10481492,68495,76168.0,95490,4928527,41894,2021-05-15,12741080,38.68217607926487,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,82265.33386494708
Illinois,10513623,32131,70743.0,95490,4945730,17203,2021-05-16,12741080,38.81719603047779,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,82517.51813817982
Illinois,10560763,47140,69187.0,95490,4974563,28833,2021-05-17,12741080,39.04349552785164,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,82887.50247231788
Illinois,10655240,94477,72317.0,95490,5027728,53165,2021-05-18,12741080,39.4607678469957,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,83629.01732035275
Illinois,10744380,89140,75401.0,95490,5074923,47195,2021-05-19,12741080,39.8311838556857,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,84328.64403959476
Illinois,10869744,125364,82284.0,95490,5135737,60814,2021-05-20,12741080,40.30849033205976,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,85312.57946736069
Illinois,10946069,76325,76153.0,95490,5178015,42278,2021-05-21,12741080,40.640314635807954,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,85911.62601600493
Illinois,11006532,60463,75006.0,95490,5211110,33095,2021-05-22,12741080,40.90006498664163,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,86386.1776238749
Illinois,11042736,36204,75588.0,95490,5227385,16275,2021-05-23,12741080,41.02780141086941,-89.510168,39.839888,261579,316661,589004,2021-06-13T00:00:00,86670.32935983449
