county_name,administered_count,administered_count_change,administered_count_roll_avg,allocated_doses,persons_fully_vaccinated,persons_fully_vaccinated_change,persons_vaccinated_one_dose,persons_vaccinated_one_dose_change,booster_dose_administered,booster_dose_administered_change,report_date,population,pct_vaccinated_population,pct_vaccinated_one_dose_population,longitude,latitude,l_h_d_reported_inventory,community_reported_inventory,total_reported_inventory,inventory_report_date,administered_doses_per_100k
Illinois,17963450,80112,72444.0,95490,7525244,14299,8235136,13042,2362700,52042,2021-12-09,12741080,59.062842396405955,0.6463452077845834,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,140988.44054036235
Illinois,18044114,80664,71722.0,0,7539091,13847,8248399,13263,2415470,52770,2021-12-10,12741080,59.17152235132343,0.6473861713449723,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,141621.5422868391
Illinois,18110032,65918,70166.0,0,7553020,13929,8259413,11014,2455784,40314,2021-12-11,12741080,59.28084589375469,0.6482506192567663,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,142138.9081616315
Illinois,18136075,26043,67526.0,95490,7558297,5277,8264098,4685,2471783,15999,2021-12-12,12741080,59.322263104854535,0.6486183274887215,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,142343.3099862806
Illinois,18205680,69605,68601.0,95490,7572864,14567,8275767,11669,2514698,42915,2021-12-13,12741080,59.43659407208808,0.6495341839153352,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,142889.6137533082
Illinois,18276442,70762,67157.0,95490,7585110,12246,8288074,12307,2560423,45725,2021-12-14,12741080,59.53270837323053,0.6505001145899719,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,143444.9983831826
Illinois,18357163,80721,67689.0,95490,7597355,12245,8300903,12829,2615495,55072,2021-12-15,12741080,59.628814825744755,0.6515070151039002,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,144078.5475014677
Illinois,18429241,72078,66542.0,95490,7606549,9194,8312964,12061,2665632,50137,2021-12-16,12741080,59.700975113569655,0.6524536381531236,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,144644.26092607534
Illinois,18503701,74460,65655.0,0,7614178,7629,8326365,13401,2718329,52697,2021-12-17,12741080,59.760852298235314,0.6535054328204516,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,145228.66978309533
Illinois,18563738,60037,64815.0,0,7622414,8236,8337210,10845,2758542,40213,2021-12-18,12741080,59.825493600228555,0.6543566165505593,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,145699.87787534494
Illinois,18604481,40743,66915.0,95490,7627637,5223,8345056,7846,2785682,27140,2021-12-19,12741080,59.86648698540469,0.6549724199204463,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,146019.65453478042
Illinois,18660421,55940,64963.0,95490,7634230,6593,8355682,10626,2823535,37853,2021-12-20,12741080,59.918232991237794,0.6558064151547592,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,146458.70679722598
Illinois,18740621,80200,66311.0,95490,7644457,10227,8371146,15464,2876622,53087,2021-12-21,12741080,59.9985009120106,0.657020127022199,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,147088.16678021016
Illinois,18821682,81061,66360.0,95490,7654551,10094,8386692,15546,2930707,54085,2021-12-22,12741080,60.07772496523057,0.6582402747647766,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,147724.38443208896
Illinois,18892150,70468,66130.0,0,7663341,8790,8400727,14035,2977059,46352,2021-12-23,12741080,60.1467144072559,0.6593418297349989,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,148277.46156526761
Illinois,18934967,42817,61609.0,0,7668608,5267,8409550,8823,3004982,27923,2021-12-24,12741080,60.18805313207357,0.6600343142025636,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,148613.51627962466
Illinois,18943347,8380,54230.0,0,7669795,1187,8411198,1648,3010391,5409,2021-12-25,12741080,60.19736945376687,0.6601636595955759,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,148679.2877840811
Illinois,18954055,10708,49939.0,95490,7671717,1922,8413649,2451,3016671,6280,2021-12-26,12741080,60.21245451719949,0.6603560294731686,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,148763.33089502616
Illinois,19002806,48751,48912.0,95490,7679751,8034,8423938,10289,3046519,29848,2021-12-27,12741080,60.27551039629293,0.6611635748303911,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,149145.95936922144
Illinois,19073930,71124,47616.0,95490,7689519,9768,8439214,15276,3091854,45335,2021-12-28,12741080,60.35217579671425,0.6623625312767835,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,149704.1852025103
Illinois,19143809,69879,46018.0,95490,7699284,9765,8454929,15715,3135452,43598,2021-12-29,12741080,60.42881765125091,0.6635959432010473,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,150252.6394936693
Illinois,19214803,70994,46093.0,0,7708543,9259,8471120,16191,3180241,44789,2021-12-30,12741080,60.50148809990989,0.664866714595623,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,150809.84500528997
Illinois,19258067,43264,46157.0,0,7713814,5271,8480782,9662,3208005,27764,2021-12-31,12741080,60.542858219240436,0.6656250490539264,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,151149.40805645988
Illinois,19271767,13700,46917.0,0,7716011,2197,8483616,2834,3216483,8478,2022-01-01,12741080,60.56010165543266,0.6658474791775894,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,151256.9342630295
Illinois,19280368,8601,46616.0,95490,7717419,1408,8485691,2075,3221573,5090,2022-01-02,12741080,60.57115252396186,0.6660103382130871,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,151324.44031432187
Illinois,19330526,50158,46817.0,95490,7726187,8768,8498485,12794,3249842,28269,2022-01-03,12741080,60.63996929616642,0.6670144917071394,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,151718.11180841812
Illinois,19390107,59581,45168.0,95490,7735012,8825,8514216,15731,3284426,34584,2022-01-04,12741080,60.709233440179325,0.668249159411918,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,152185.74092620093
Illinois,19448552,58445,43535.0,95490,7743094,8082,8530395,16179,3318188,33762,2022-01-05,12741080,60.77266605342718,0.6695189889711076,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,152644.45400232947
Illinois,19508130,59578,41904.0,95490,7751236,8142,8546122,15727,3353456,35268,2022-01-06,12741080,60.836569584368036,0.6707533427307575,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,153112.05957422763
Illinois,19571209,63079,44735.0,0,7760063,8827,8562385,16263,3390977,37521,2022-01-07,12741080,60.905849425637385,0.6720297651376492,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,153607.14319351263
Illinois,19625569,54360,50543.0,0,7767980,7917,8576107,13722,3423296,32319,2022-01-08,12741080,60.967987015229475,0.6731067539015531,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,154033.79462337572
Illinois,19658200,32631,53976.0,95490,7772753,4773,8583396,7289,3443594,20298,2022-01-09,12741080,61.005448517708075,0.6736788404122728,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,154289.90321071682
Illinois,19704653,46453,53447.0,95490,7779423,6670,8595639,12243,3470869,27275,2022-01-10,12741080,61.057798867913874,0.6746397479648507,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,154654.49553727
Illinois,19760977,56324,52981.0,95490,7787973,8550,8610880,15241,3503013,32144,2022-01-11,12741080,61.12490463916716,0.6758359573913671,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,155096.5616729508
Illinois,19819503,58526,52993.0,95490,7796750,8777,8626760,15880,3536257,33244,2022-01-12,12741080,61.193792049025674,0.6770823195521887,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,155555.91048796492
Illinois,19874222,54719,52299.0,95490,7805111,8361,8641333,14573,3567669,31412,2022-01-13,12741080,61.259414429546,0.6782261001422172,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,155985.37957535783
Illinois,19930051,55829,51263.0,0,7812975,7864,8655822,14489,3600650,32981,2022-01-14,12741080,61.32113604184261,0.6793632878845436,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,156423.56064007131
Illinois,19974360,44309,49827.0,0,7817686,4711,8668151,12329,3627506,26856,2022-01-15,12741080,61.35811092937177,0.6803309452573879,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,156771.32550772777
Illinois,20002047,27687,49121.0,95490,7820298,2612,8675762,7611,3644756,17250,2022-01-16,12741080,61.378611546273945,0.6809283043509655,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,156988.6304771652
Illinois,20032288,30241,46805.0,95490,7825369,5071,8683161,7399,3662257,17501,2022-01-17,12741080,61.41841193996114,0.6815090243527236,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,157225.98084306825
Illinois,20087518,55230,46649.0,95490,7835427,10058,8697621,14460,3692583,30326,2022-01-18,12741080,61.497353442565306,0.6826439359928672,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,157659.46057947993
Illinois,20136334,48816,45262.0,95490,7844484,9057,8710405,12784,3719108,26525,2022-01-19,12741080,61.5684384683245,0.6836473046240978,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,158042.5992145093
Illinois,20183156,46822,44133.0,95490,7853908,9424,8722430,12025,3744114,25006,2022-01-20,12741080,61.642403940639255,0.6845911021671632,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,158410.08768487442
Illinois,20229133,45977,42726.0,0,7862465,8557,8734411,11981,3769112,24998,2022-01-21,12741080,61.70956465229007,0.6855314463138132,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,158770.94406439643
Illinois,20269551,40418,42170.0,0,7867684,5219,8745060,10649,3793140,24028,2022-01-22,12741080,61.75052664295334,0.6863672467326161,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,159088.16991966145
Illinois,20293418,23867,41624.0,95490,7870142,2458,8751440,6380,3807863,14723,2022-01-23,12741080,61.76981857111015,0.6868679892128454,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,159275.49312931087
Illinois,20322705,29287,41488.0,95490,7876314,6172,8759148,7708,3823048,15185,2022-01-24,12741080,61.81826030446399,0.6874729614757933,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,159505.3559038951
Illinois,20364152,41447,39519.0,95490,7885792,9478,8769772,10624,3844017,20969,2022-01-25,12741080,61.89264960270244,0.6883067997375418,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,159830.65799759518
Illinois,20401818,37666,37926.0,95490,7895190,9398,8779467,9695,3862282,18265,2022-01-26,12741080,61.96641101068355,0.6890677242431568,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,160126.28442800767
Illinois,20439259,37441,36586.0,95490,7904653,9463,8789230,9763,3880151,17869,2022-01-27,12741080,62.04068257949875,0.6898339858159591,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,160420.1449170714
Illinois,20479788,40529,35808.0,0,7915464,10811,8799646,10416,3899241,19090,2022-01-28,12741080,62.12553409915015,0.6906514989310168,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,160738.24197006848
Illinois,20514256,34468,34958.0,0,7924012,8548,8808171,8525,3916287,17046,2022-01-29,12741080,62.19262417314702,0.6913205944864956,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,161008.76848744377
Illinois,20535693,21437,34611.0,95490,7928398,4386,8813723,5552,3927525,11238,2022-01-30,12741080,62.227048256505725,0.6917563503250902,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,161177.01953052645
Illinois,20564019,28326,34473.0,95490,7936557,8159,8821473,7750,3939757,12232,2022-01-31,12741080,62.29108521412628,0.6923646190118891,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,161399.3397733944
Illinois,20596453,32434,33186.0,95490,7945934,9377,8829981,8508,3953942,14185,2022-02-01,12741080,62.36468180091484,0.693032380300571,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,161653.90218097682
Illinois,20618788,22335,30996.0,95490,7952972,7038,8835809,5828,3963135,9193,2022-02-02,12741080,62.4199204463044,0.6934897983530438,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,161829.20129219815
Illinois,20638484,19696,28461.0,95490,7959595,6623,8841068,5259,3970625,7490,2022-02-03,12741080,62.471901910983995,0.6939025577109633,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,161983.78787355544
Illinois,20667599,29115,26830.0,0,7969073,9478,8848398,7330,3982549,11924,2022-02-04,12741080,62.546291209222446,0.6944778621592518,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,162212.30068408643
Illinois,20694194,26595,25705.0,0,7977887,8814,8854925,6527,3993470,10921,2022-02-05,12741080,62.61546901832497,0.6949901421229597,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,162421.03495151116
Illinois,20711684,17490,25142.0,95490,7983344,5457,8859261,4336,4000959,7489,2022-02-06,12741080,62.65829898250384,0.6953304586424385,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,162558.3074590223
Illinois,20733769,22085,24250.0,95490,7990166,6822,8865445,6184,4009757,8798,2022-02-07,12741080,62.71184232419857,0.6958158178113629,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,162731.64441318947
Illinois,20760715,26946,23466.0,95490,7999449,9283,8872679,7234,4019928,10171,2022-02-08,12741080,62.78470113993476,0.6963835875765634,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,162943.1335491183
Illinois,20788673,27958,24269.0,95490,8008948,9499,8880362,7683,4030486,10558,2022-02-09,12741080,62.85925525936577,0.6969865976824571,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,163162.56549680245
Illinois,20816804,28131,25474.0,0,8018006,9058,8888141,7779,4041579,11093,2022-02-10,12741080,62.93034813375318,0.6975971424714389,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,163383.35525716815
Illinois,20843068,26264,25067.0,0,8026546,8540,8894910,6769,4052241,10662,2022-02-11,12741080,62.99737541872431,0.6981284161154313,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,163589.49162865314
Illinois,20866526,23458,24619.0,0,8033861,7315,8901064,6154,4061920,9679,2022-02-12,12741080,63.054788134129915,0.6986114206958908,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,163773.60474936193
Illinois,20879812,13286,24018.0,95490,8038079,4218,8904424,3360,4067454,5534,2022-02-13,12741080,63.08789364794821,0.6988751346039739,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,163877.88162384977
Illinois,20894895,15083,23018.0,95490,8043288,5209,8908325,3901,4073234,5780,2022-02-14,12741080,63.12877715232932,0.6991813095907098,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,163996.26248324316
Illinois,20914516,19621,21972.0,95490,8050483,7195,8913567,5242,4080174,6940,2022-02-15,12741080,63.18524803234891,0.6995927346818324,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,164150.26041748424
Illinois,20935263,20747,20941.0,95490,8057832,7349,8919862,6295,4087051,6877,2022-02-16,12741080,63.24292760111388,0.7000868058280774,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,164313.09590709736
Illinois,20956386,21123,19940.0,95490,8065842,8010,8926902,7040,4092928,5877,2022-02-17,12741080,63.305795113130124,0.7006393492545373,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,164478.88248091997
Illinois,20982263,25877,19885.0,0,8076882,11040,8935026,8124,4099417,6489,2022-02-18,12741080,63.392443968643164,0.7012769718108669,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,164681.9814332851
Illinois,20998798,16535,18896.0,0,8082833,5951,8939200,4174,4105608,6191,2022-02-19,12741080,63.4391511551611,0.7016045735526345,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,164811.75850084922
Illinois,21009767,10969,18565.0,95490,8086546,3713,8941953,2753,4109969,4361,2022-02-20,12741080,63.468293111729935,0.7018206462874419,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,164897.85010375886
Illinois,21024696,14929,18543.0,95490,8091605,5059,8946168,4215,4115499,5530,2022-02-21,12741080,63.507999321878515,0.7021514659667784,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,165015.0222744069
Illinois,21042269,17573,18250.0,95490,8097634,6029,8950983,4815,4122055,6556,2022-02-22,12741080,63.55531870139737,0.7025293774154153,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,165152.94621806
Illinois,21057410,15141,17450.0,95490,8102667,5033,8955366,4383,4127704,5649,2022-02-23,12741080,63.59482084721232,0.702873382790156,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,165271.78229788996
Illinois,21070546,13136,16309.0,95490,8106913,4246,8959074,3708,4132741,5037,2022-02-24,12741080,63.62814612262069,0.7031644099244334,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,165374.88187814533
Illinois,21085367,14821,14729.0,0,8111632,4719,8962955,3881,4138667,5926,2022-02-25,12741080,63.66518379917559,0.7034690151855258,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,165491.20639694596
Illinois,21098065,12698,14181.0,0,8115778,4146,8966235,3280,4143734,5067,2022-02-26,12741080,63.697724211762264,0.7037264501910356,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,165590.86827804236
Illinois,21106414,8349,13807.0,95490,8118404,2626,8968276,2041,4147259,3525,2022-02-27,12741080,63.71833470945948,0.7038866406929397,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,165656.3964750241
Illinois,21118650,12236,13422.0,95490,8122482,4078,8971586,3310,4151992,4733,2022-02-28,12741080,63.750341415327426,0.7041464302869145,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,165752.43228988437
Illinois,21133040,14390,12967.0,95490,8128110,5628,8975025,3439,4157078,5086,2022-03-01,12741080,63.79451349493136,0.7044163446112889,-89.510168,39.839888,68588,285775,356533,2022-03-01T00:00:00,165865.37404992356
