county_name,gender,gender_display,administered_count,allocated_doses,persons_fully_vaccinated,persons_fully_vaccinated_display,report_date,administered_count_pct,persons_fully_vaccinated_pct
LaSalle,Female,Female,46336,0,21342,21342,2021-05-28,0.5536424790603754,0.5565058670143416
LaSalle,Other,Other,5,0,1,<10,2021-05-28,5.974215286822076e-05,2.607561929595828e-05
LaSalle,Unknown,Unknown,135,0,57,57,2021-05-28,0.0016130381274419,0.0014863102998696
Christian,Female,Female,11101,0,5596,5596,2021-05-28,0.5749728077899208,0.5772642871879513
Christian,Unknown,Unknown,8,0,1,<10,2021-05-28,0.0004143574869218,0.0001031565917062
Christian,Male,Male,8197,0,4092,4092,2021-05-28,0.4245610400372921,0.4221167732618114
Christian,Other,Other,1,0,1,<10,2021-05-28,5.179468586523023e-05,0.0001031565917062
Cook,Unknown,Unknown,7253,0,3322,3322,2021-05-28,0.0030899239000267,0.0030537635199358
Cook,Other,Other,55,0,25,25,2021-05-28,2.343110636998058e-05,2.2981363033834083e-05
Cook,Female,Female,1289416,0,598580,598580,2021-05-28,0.5493171536573614,0.5502473713916962
Cook,Male,Male,1050371,0,485793,485793,2021-05-28,0.4474791750716885,0.4465674116918144
Stephenson,Female,Female,17702,0,8719,8719,2021-05-28,0.5693975361060182,0.5650680492546987
Stephenson,Male,Male,13362,0,6699,6699,2021-05-28,0.4297983209495319,0.4341542449773169
Stephenson,Unknown,Unknown,21,0,10,10,2021-05-28,0.0006754800733378,0.000648088139987
Stephenson,Other,Other,4,0,1,<10,2021-05-28,0.0001286628711119,6.480881399870383e-05
Whiteside,Female,Female,22830,0,11075,11075,2021-05-28,0.5536155972646588,0.5543875456775291
Whiteside,Unknown,Unknown,34,0,12,12,2021-05-28,0.0008244822736311,0.0006006907944135
Whiteside,Male,Male,18372,0,8888,8888,2021-05-28,0.4455114215044377,0.444911648395655
Mason,Female,Female,5406,0,2670,2670,2021-05-28,0.5541205412054121,0.5508561997111615
Mason,Unknown,Unknown,22,0,11,11,2021-05-28,0.0022550225502255,0.0022694450175366
Mason,Male,Male,4327,0,2165,2165,2021-05-28,0.4435219352193522,0.4466680420878894
Wayne,Unknown,Unknown,3,0,1,<10,2021-05-28,0.000347906760988,0.0002338634237605
Wayne,Female,Female,4844,0,2398,2398,2021-05-28,0.5617534500753798,0.5608044901777361
Wayne,Male,Male,3776,0,1876,1876,2021-05-28,0.4378986431636321,0.4387277829747427
Ogle,Other,Other,14,0,1,<10,2021-05-28,0.0003676760248969,5.448997384481256e-05
Ogle,Male,Male,16894,0,8113,8113,2021-05-28,0.443679911757754,0.4420771578029642
Ogle,Female,Female,20974,0,10131,10131,2021-05-28,0.5508312104419991,0.5520379250217959
Ogle,Unknown,Unknown,195,0,101,101,2021-05-28,0.0051212017753499,0.005503487358326
Lawrence,Male,Male,3132,0,1618,1618,2021-05-28,0.4486463257412978,0.4494444444444444
Lawrence,Unknown,Unknown,19,0,10,10,2021-05-28,0.0027216731127345,0.0027777777777777
Lawrence,Female,Female,3830,0,1972,1972,2021-05-28,0.5486320011459677,0.5477777777777778
Madison,Unknown,Unknown,400,0,205,205,2021-05-28,0.0019953707398834,0.0020915166046013
Madison,Female,Female,110471,0,54021,54021,2021-05-28,0.5510765025141672,0.5511503341325308
Madison,Male,Male,89568,0,43771,43771,2021-05-28,0.4468034160747067,0.4465745039024639
Rock Island,Male,Male,44925,0,20501,20501,2021-05-28,0.4423057989563848,0.4409386157353637
Rock Island,Unknown,Unknown,216,0,87,87,2021-05-28,0.0021266121886383,0.0018712091882823
Rock Island,Female,Female,56409,0,25891,25891,2021-05-28,0.5553706803189918,0.5568675528025121
Rock Island,Other,Other,7,0,1,<10,2021-05-28,6.891798759476223e-05,2.15081515894524e-05
Montgomery,Female,Female,10535,0,5039,5039,2021-05-28,0.5682615027779276,0.5695072332730561
Montgomery,Unknown,Unknown,11,0,1,<10,2021-05-28,0.0005933437617994,0.0001130198915009
Montgomery,Male,Male,7992,0,3802,3802,2021-05-28,0.4310912131182912,0.4297016274864376
Hamilton,Male,Male,1412,0,740,740,2021-05-28,0.4070337272989334,0.4124860646599777
Hamilton,Female,Female,2053,0,1052,1052,2021-05-28,0.5918132026520612,0.5863991081382386
Hamilton,Unknown,Unknown,4,0,1,<10,2021-05-28,0.0011530700490054,0.0005574136008918
Jefferson,Male,Male,9015,0,4327,4327,2021-05-28,0.4379828013409124,0.4361455498437657
Jefferson,Unknown,Unknown,43,0,22,22,2021-05-28,0.0020891026575329,0.002217518395323
Jefferson,Female,Female,11524,0,5571,5571,2021-05-28,0.5598795122188214,0.5615361354702147
Jackson,Male,Male,17828,0,8874,8874,2021-05-28,0.454390212820186,0.4564110476778275
Jackson,Female,Female,21151,0,10423,10423,2021-05-28,0.5390850006371862,0.5360798230725711
Jackson,Other,Other,5,0,1,<10,2021-05-28,0.0001274372371606,5.1432392120557526e-05
Jackson,Unknown,Unknown,247,0,142,142,2021-05-28,0.0062953995157384,0.0073033996811191
Lee,Female,Female,13975,0,6895,6895,2021-05-28,0.5549158195679796,0.5532375832464094
Lee,Unknown,Unknown,28,0,15,15,2021-05-28,0.0011118170266836,0.0012035625451335
Lee,Other,Other,2,0,1,<10,2021-05-28,7.941550190597205e-05,8.023750300890636e-05
Lee,Male,Male,11176,0,5550,5550,2021-05-28,0.4437738246505718,0.4453181416994303
McLean,Female,Female,80644,0,38244,38244,2021-05-28,0.5466389203332271,0.547492591585186
McLean,Unknown,Unknown,271,0,133,133,2021-05-28,0.0018369518799948,0.0019039983966329
McLean,Male,Male,66599,0,31470,31470,2021-05-28,0.4514360083239,0.4505175153536713
McLean,Other,Other,4,0,1,<10,2021-05-28,2.7113680885532817e-05,1.43157774182927e-05
Moultrie,Female,Female,4425,0,2338,2338,2021-05-28,0.5707468076873469,0.566925315227934
Moultrie,Unknown,Unknown,6,0,1,<10,2021-05-28,0.0007738939765252,0.0002424830261881
Moultrie,Male,Male,3322,0,1782,1782,2021-05-28,0.4284792983361279,0.4321047526673133
Kankakee,Female,Female,37118,0,18173,18173,2021-05-28,0.5538677330786678,0.553245250852411
Kankakee,Other,Other,4,0,1,<10,2021-05-28,5.968723886832995e-05,3.044325377496347e-05
Kankakee,Male,Male,29830,0,14642,14642,2021-05-28,0.4451175838605706,0.4457501217730151
Kankakee,Unknown,Unknown,63,0,30,30,2021-05-28,0.0009400740121761,0.0009132976132489
Bureau,Unknown,Unknown,30,0,11,11,2021-05-28,0.0012146240738491,0.0009574375489598
Bureau,Female,Female,14050,0,6567,6567,2021-05-28,0.5688489412526823,0.5715902167290452
Bureau,Male,Male,10616,0,4909,4909,2021-05-28,0.4298149722660837,0.4272782661676386
Effingham,Unknown,Unknown,91,0,42,42,2021-05-28,0.0043113658975695,0.0041055718475073
Effingham,Female,Female,11899,0,5764,5764,2021-05-28,0.5637466243426351,0.5634408602150538
Effingham,Male,Male,9116,0,4424,4424,2021-05-28,0.4318946321125693,0.4324535679374389
Vermilion,Unknown,Unknown,21,0,1,<10,2021-05-28,0.000542523509352,5.623031938821413e-05
Vermilion,Female,Female,22033,0,10136,10136,2021-05-28,0.5692104991216286,0.5699505173189384
Vermilion,Male,Male,16653,0,7641,7641,2021-05-28,0.430221142916193,0.4296558704453441
De Witt,Male,Male,4507,0,2216,2216,2021-05-28,0.4353748068006182,0.4364782351782548
De Witt,Female,Female,5842,0,2858,2858,2021-05-28,0.5643353941267388,0.5629308646838684
De Witt,Unknown,Unknown,3,0,1,<10,2021-05-28,0.0002897990726429,0.0001969667126255
Douglas,Unknown,Unknown,3,0,1,<10,2021-05-28,0.0002482210822439,0.0001725030188028
Douglas,Female,Female,6873,0,3283,3283,2021-05-28,0.5686744994208175,0.5663274107296877
Douglas,Male,Male,5210,0,2513,2513,2021-05-28,0.4310772794969386,0.4335000862515094
Chicago,Female,Female,1298286,0,592382,592382,2021-05-28,0.5345041528163975,0.5345197071782475
Chicago,Unknown,Unknown,15749,0,7463,7463,2021-05-28,0.0064838609541391,0.0067340340771179
Chicago,Male,Male,1114507,0,508197,508197,2021-05-28,0.458842365890832,0.4585576733068592
Chicago,Other,Other,412,0,209,209,2021-05-28,0.0001696203386313,0.0001885854377753
Marion,Other,Other,2,0,1,<10,2021-05-28,9.622323791195574e-05,9.632983334938832e-05
Marion,Male,Male,8999,0,4525,4525,2021-05-28,0.4329564589848448,0.435892495905982
Marion,Female,Female,11759,0,5839,5839,2021-05-28,0.5657445273033438,0.5624698969270783
Marion,Unknown,Unknown,22,0,14,14,2021-05-28,0.0010584556170315,0.0013486176668914
Winnebago,Unknown,Unknown,1881,0,916,916,2021-05-28,0.0087554343272605,0.0088970045456311
Winnebago,Female,Female,117622,0,56543,56543,2021-05-28,0.547491598320595,0.5491957729515521
Winnebago,Other,Other,153,0,77,77,2021-05-28,0.0007121645146575,0.0007478923035082
Winnebago,Male,Male,95180,0,45419,45419,2021-05-28,0.443031493497426,0.4411496173122499
Grundy,Male,Male,17911,0,8326,8326,2021-05-28,0.4531676955773707,0.4505898906808096
Grundy,Other,Other,1,0,1,<10,2021-05-28,2.5301082886347536e-05,5.411841108345059e-05
Grundy,Female,Female,21474,0,10069,10069,2021-05-28,0.543315453901427,0.544918281199264
Grundy,Unknown,Unknown,137,0,83,83,2021-05-28,0.0034662483554296,0.0044918281199263
Jo Daviess,Female,Female,7897,0,4118,4118,2021-05-28,0.5382360959651036,0.5355702952269475
Jo Daviess,Unknown,Unknown,68,0,16,16,2021-05-28,0.0046346782988004,0.0020808947847574
Jo Daviess,Male,Male,6706,0,3554,3554,2021-05-28,0.4570610687022901,0.4622187540642476
Lake,Unknown,Unknown,2705,0,1279,1279,2021-05-28,0.0044435902237729,0.004578748022081
Lake,Other,Other,44,0,18,18,2021-05-28,7.228021066395944e-05,6.443898701912406e-05
Lake,Female,Female,328134,0,150879,150879,2021-05-28,0.5390362419547198,0.5401383290254678
Lake,Male,Male,277836,0,127146,127146,2021-05-28,0.4564101047734508,0.4551755246407526
Franklin,Unknown,Unknown,31,0,17,17,2021-05-28,0.0014808445590904,0.0016501650165016
Franklin,Female,Female,11838,0,5802,5802,2021-05-28,0.5654915448552594,0.5631916132789749
Franklin,Male,Male,9064,0,4482,4482,2021-05-28,0.4329798414063246,0.4350611531741409
Will,Male,Male,272389,0,123238,123238,2021-05-28,0.4537963664836858,0.4521483264296799
Will,Other,Other,11,0,1,<10,2021-05-28,1.832585027780323e-05,3.668903474818481e-06
Will,Unknown,Unknown,1743,0,803,803,2021-05-28,0.0029038142758373,0.0029461294902792
Will,Female,Female,326056,0,148493,148493,2021-05-28,0.54320485801631,0.5448064836862206
DeKalb,Male,Male,35909,0,16211,16211,2021-05-28,0.4510954223405859,0.4468671610111089
DeKalb,Female,Female,43418,0,19935,19935,2021-05-28,0.5454248530224611,0.5495217355349119
DeKalb,Unknown,Unknown,272,0,128,128,2021-05-28,0.0034169137229284,0.0035284064283154
White,Female,Female,4333,0,2185,2185,2021-05-28,0.5711084750230657,0.5634347601856627
White,Unknown,Unknown,4,0,1,<10,2021-05-28,0.0005272176090681,0.0002578648788035
White,Male,Male,3250,0,1691,1691,2021-05-28,0.428364307367866,0.4360495100567302
Kane,Female,Female,245962,0,113306,113306,2021-05-28,0.5378840396521146,0.5397940030299276
Kane,Male,Male,208200,0,95169,95169,2021-05-28,0.4553038967627936,0.4533886596857641
Kane,Unknown,Unknown,3031,0,1387,1387,2021-05-28,0.0066283674884151,0.0066077196459367
Kane,Other,Other,10,0,1,<10,2021-05-28,2.186858293769422e-05,4.764037235715034e-06
Carroll,Female,Female,4980,0,2587,2587,2021-05-28,0.5477945220547794,0.5463569165786695
Carroll,Unknown,Unknown,13,0,1,<10,2021-05-28,0.0014299857001429,0.0002111932418162
Carroll,Male,Male,4098,0,2142,2142,2021-05-28,0.4507754922450775,0.4523759239704329
McHenry,Other,Other,5,0,1,<10,2021-05-28,1.8712644882653005e-05,8.157405292524554e-06
McHenry,Male,Male,121355,0,55364,55364,2021-05-28,0.454174603946871,0.4516265866153294
McHenry,Female,Female,144931,0,66814,66814,2021-05-28,0.5424084670975565,0.5450288772147356
McHenry,Unknown,Unknown,871,0,390,390,2021-05-28,0.0032597427385581,0.0031813880640845
Edgar,Unknown,Unknown,14,0,1,<10,2021-05-28,0.0014778845138815,0.0002101723413198
Edgar,Female,Female,5363,0,2690,2690,2021-05-28,0.5661353319961997,0.5653635981504834
Edgar,Male,Male,4095,0,2059,2059,2021-05-28,0.4322812203103557,0.4327448507776376
Clark,Male,Male,3977,0,1923,1923,2021-05-28,0.4414474414474414,0.4432918395573997
Clark,Unknown,Unknown,5,0,1,<10,2021-05-28,0.0005550005550005,0.0002305209774089
Clark,Female,Female,5027,0,2414,2414,2021-05-28,0.557997557997558,0.5564776394651914
Edwards,Male,Male,1271,0,657,657,2021-05-28,0.4314324507807196,0.4302554027504912
Edwards,Female,Female,1670,0,867,867,2021-05-28,0.5668703326544468,0.5677799607072691
Edwards,Unknown,Unknown,5,0,1,<10,2021-05-28,0.0016972165648336,0.0006548788474132
Boone,Other,Other,4,0,1,<10,2021-05-28,9.736624312350908e-05,5.230672664504655e-05
Boone,Female,Female,22390,0,10387,10387,2021-05-28,0.545007545883842,0.5433099696620985
Boone,Unknown,Unknown,177,0,85,85,2021-05-28,0.0043084562582152,0.0044460717648289
Boone,Male,Male,18507,0,8640,8640,2021-05-28,0.4504892653716956,0.4519301182132022
Pope,Male,Male,792,0,390,390,2021-05-28,0.4461971830985916,0.4467353951890034
Pope,Female,Female,983,0,483,483,2021-05-28,0.5538028169014084,0.5532646048109966
Johnson,Male,Male,2585,0,1264,1264,2021-05-28,0.4495652173913043,0.4458553791887125
Johnson,Unknown,Unknown,6,0,1,<10,2021-05-28,0.0010434782608695,0.000352733686067
Johnson,Female,Female,3157,0,1566,1566,2021-05-28,0.5490434782608695,0.5523809523809524
Johnson,Other,Other,1,0,1,<10,2021-05-28,0.0001739130434782,0.000352733686067
Henderson,Male,Male,1038,0,554,554,2021-05-28,0.4137106416899163,0.4261538461538461
Henderson,Female,Female,1471,0,746,746,2021-05-28,0.5862893583100837,0.5738461538461539
Shelby,Male,Male,4487,0,2558,2558,2021-05-28,0.4344500387296669,0.4427137417791623
Shelby,Female,Female,5836,0,3216,3216,2021-05-28,0.5650658404337723,0.5565939771547248
Shelby,Unknown,Unknown,5,0,1,<10,2021-05-28,0.0004841208365608,0.0001730702665282
Fayette,Male,Male,3644,0,1877,1877,2021-05-28,0.4197673079138348,0.4245645781497398
Fayette,Unknown,Unknown,10,0,1,<10,2021-05-28,0.0011519410206197,0.0002261931689662
Fayette,Female,Female,5026,0,2537,2537,2021-05-28,0.5789655569634835,0.573852069667496
Pulaski,Male,Male,944,0,473,473,2021-05-28,0.4372394627142195,0.4445488721804511
Pulaski,Female,Female,1213,0,591,591,2021-05-28,0.5618341824918944,0.5554511278195489
Pulaski,Unknown,Unknown,2,0,1,<10,2021-05-28,0.000926354793886,0.0009398496240601
Massac,Unknown,Unknown,3,0,1,<10,2021-05-28,0.0004235493434985,0.0002946375957572
Massac,Female,Female,3920,0,1873,1873,2021-05-28,0.5534378088380629,0.5518562168532705
Massac,Male,Male,3160,0,1520,1520,2021-05-28,0.4461386418184385,0.4478491455509723
Alexander,Male,Male,633,0,297,297,2021-05-28,0.4021601016518424,0.4002695417789757
Alexander,Female,Female,941,0,445,445,2021-05-28,0.5978398983481575,0.5997304582210242
Illinois,Unknown,Unknown,46347,0,21578,21578,2021-05-27,0.0041471391030647,0.0041429150162909
Illinois,Other,Other,908,0,442,442,2021-05-27,8.12480269614598e-05,8.486275082030792e-05
Illinois,Female,Female,6065121,0,2828154,2828154,2021-05-27,0.5427082759168679,0.5429975750756949
Illinois,Male,Male,5063280,0,2358236,2358236,2021-05-27,0.4530633369531059,0.4527746471571938
Adams,Unknown,Unknown,93,0,54,54,2021-05-27,0.0020210361613351,0.0021906693711967
Adams,Male,Male,20490,0,11021,11021,2021-05-27,0.4452799026425591,0.4470993914807302
Adams,Female,Female,25430,0,13574,13574,2021-05-27,0.5526338664812239,0.5506693711967545
Adams,Other,Other,2,0,1,<10,2021-05-27,4.3463143254520165e-05,4.0567951318458416e-05
Champaign,Unknown,Unknown,108,0,56,56,2021-05-27,0.0005770926287103,0.0006359733799713
Champaign,Female,Female,99477,0,46786,46786,2021-05-27,0.5315504020946326,0.53133304563109
Champaign,Male,Male,87543,0,41204,41204,2021-05-27,0.4677816666221379,0.4679401276489427
Champaign,Other,Other,15,0,1,<10,2021-05-27,8.015175398754976e-05,1.135666749948895e-05
Cass,Male,Male,4254,0,2056,2056,2021-05-27,0.4521683673469387,0.4542642509942554
Cass,Other,Other,2,0,1,<10,2021-05-27,0.0002125850340136,0.0002209456473707
Cass,Female,Female,5123,0,2454,2454,2021-05-27,0.5445365646258503,0.5422006186478127
Cass,Unknown,Unknown,29,0,15,15,2021-05-27,0.0030824829931972,0.0033141847105612
Putnam,Unknown,Unknown,6,0,1,<10,2021-05-27,0.0013537906137184,0.0004730368968779
Putnam,Female,Female,2454,0,1184,1184,2021-05-27,0.5537003610108303,0.5600756859035004
Putnam,Male,Male,1971,0,927,927,2021-05-27,0.4447202166064982,0.4385052034058657
Jersey,Female,Female,8930,0,4392,4392,2021-05-27,0.5559013944223108,0.5565129244804866
Jersey,Unknown,Unknown,11,0,1,<10,2021-05-27,0.0006847609561752,0.0001267105930055
Jersey,Other,Other,4,0,1,<10,2021-05-27,0.0002490039840637,0.0001267105930055
Jersey,Male,Male,7118,0,3491,3491,2021-05-27,0.4431025896414343,0.4423466801824632
Peoria,Unknown,Unknown,153,0,96,96,2021-05-27,0.0010332811064887,0.0013492431589155
Peoria,Other,Other,6,0,1,<10,2021-05-27,4.05208277054406e-05,1.40546162387036e-05
Peoria,Female,Female,80930,0,38842,38842,2021-05-27,0.5465584310335513,0.5459094039437253
Peoria,Male,Male,66980,0,32207,32207,2021-05-27,0.4523475066184018,0.4526570251999269
Greene,Female,Female,3953,0,1951,1951,2021-05-27,0.5662512534020914,0.5643621637257737
Greene,Male,Male,3025,0,1505,1505,2021-05-27,0.4333190087380031,0.4353485681226497
Greene,Unknown,Unknown,3,0,1,<10,2021-05-27,0.0004297378599054,0.0002892681515765
Calhoun,Male,Male,1291,0,640,640,2021-05-27,0.4413675213675214,0.4386566141192597
Calhoun,Female,Female,1634,0,819,819,2021-05-27,0.5586324786324787,0.5613433858807403
Morgan,Unknown,Unknown,29,0,13,13,2021-05-27,0.0011693548387096,0.0010666229077781
Morgan,Female,Female,14096,0,6906,6906,2021-05-27,0.5683870967741935,0.5666229077781424
Morgan,Male,Male,10675,0,5269,5269,2021-05-27,0.4304435483870967,0.4323104693140794
Schuyler,Male,Male,2257,0,1117,1117,2021-05-27,0.4668045501551189,0.4644490644490645
Schuyler,Female,Female,2571,0,1285,1285,2021-05-27,0.5317476732161324,0.5343035343035343
Schuyler,Unknown,Unknown,6,0,1,<10,2021-05-27,0.0012409513960703,0.0004158004158004
Ford,Male,Male,4198,0,1935,1935,2021-05-27,0.4279743093077786,0.427246632810775
Ford,Female,Female,5585,0,2582,2582,2021-05-27,0.5693750637169946,0.5701037756679178
Ford,Other,Other,2,0,1,<10,2021-05-27,0.0002038943827097,0.0002207992934422
Ford,Unknown,Unknown,24,0,11,11,2021-05-27,0.002446732592517,0.0024287922278648
Knox,Unknown,Unknown,34,0,16,16,2021-05-27,0.0008639308855291,0.0008520609223559
Knox,Female,Female,22064,0,10573,10573,2021-05-27,0.5606403252445686,0.5630525082543402
Knox,Male,Male,17256,0,8189,8189,2021-05-27,0.4384703341379748,0.4360954308233039
Sangamon,Unknown,Unknown,122,0,61,61,2021-05-27,0.0006953666919354,0.0007204355682583
Sangamon,Other,Other,12,0,1,<10,2021-05-27,6.839672379693013e-05,1.1810419151775697e-05
Sangamon,Female,Female,98257,0,47419,47419,2021-05-27,0.560038074176247,0.5600382657580517
Sangamon,Male,Male,77056,0,37185,37185,2021-05-27,0.4391981624080207,0.4391704361587792
Hancock,Female,Female,5350,0,2730,2730,2021-05-27,0.5427064313248123,0.5415592144415791
Hancock,Other,Other,1,0,1,<10,2021-05-27,0.0001014404544532,0.0001983733386232
Hancock,Male,Male,4501,0,2307,2307,2021-05-27,0.456583485494015,0.4576472922039278
Hancock,Unknown,Unknown,6,0,1,<10,2021-05-27,0.0006086427267194,0.0001983733386232
Pike,Female,Female,4482,0,2317,2317,2021-05-27,0.5568393589265748,0.5521925643469972
Pike,Unknown,Unknown,10,0,1,<10,2021-05-27,0.0012423903590508,0.0002383222116301
Pike,Other,Other,2,0,1,<10,2021-05-27,0.0002484780718101,0.0002383222116301
Pike,Male,Male,3555,0,1872,1872,2021-05-27,0.4416697726425643,0.446139180171592
Piatt,Unknown,Unknown,3,0,1,<10,2021-05-27,0.000235201881615,0.0001658374792703
Piatt,Female,Female,7132,0,3389,3389,2021-05-27,0.5591532732261858,0.5620232172470978
Piatt,Male,Male,5620,0,2639,2639,2021-05-27,0.4406115248921991,0.4376451077943615
Clinton,Female,Female,15391,0,7702,7702,2021-05-27,0.5575035317129714,0.5563420976596359
Clinton,Male,Male,12198,0,6129,6129,2021-05-27,0.4418444597384721,0.4427188673793701
Clinton,Unknown,Unknown,16,0,12,12,2021-05-27,0.0005795631542724,0.0008668015024559
Crawford,Other,Other,11,0,1,<10,2021-05-27,0.0009376864717415,0.0001707358716066
Crawford,Male,Male,5245,0,2683,2683,2021-05-27,0.4471059585713068,0.4580843435205737
Crawford,Female,Female,6292,0,3078,3078,2021-05-27,0.5363566618361606,0.5255250128051904
Crawford,Unknown,Unknown,183,0,91,91,2021-05-27,0.015599693120791,0.0155369643162028
Brown,Male,Male,1470,0,694,694,2021-05-27,0.4704,0.4532984977139124
Brown,Unknown,Unknown,2,0,1,<10,2021-05-27,0.00064,0.000653167864141
Brown,Female,Female,1653,0,836,836,2021-05-27,0.52896,0.5460483344219464
Marshall,Female,Female,4875,0,2362,2362,2021-05-27,0.5661363372430612,0.5621132793907663
Marshall,Male,Male,3719,0,1831,1831,2021-05-27,0.4318894437347578,0.4357448833888624
Marshall,Unknown,Unknown,16,0,1,<10,2021-05-27,0.0018580884914644,0.0002379819133745
Woodford,Other,Other,4,0,1,<10,2021-05-27,0.0001353821160224,6.896076132680504e-05
Woodford,Male,Male,13160,0,6496,6496,2021-05-27,0.4454071617139375,0.4479691055789256
Woodford,Female,Female,16165,0,7892,7892,2021-05-27,0.5471129763758208,0.5442383283911454
Woodford,Unknown,Unknown,212,0,108,108,2021-05-27,0.007175252149191,0.0074477622232949
Tazewell,Female,Female,58904,0,28719,28719,2021-05-27,0.5574915530148875,0.5565805538867032
Tazewell,Other,Other,2,0,1,<10,2021-05-27,1.892881817923698e-05,1.9380220546909824e-05
Tazewell,Unknown,Unknown,154,0,82,82,2021-05-27,0.0014575189998012,0.0015891780848466
Tazewell,Male,Male,46595,0,22794,22794,2021-05-27,0.4409941415307735,0.4417527471462625
Warren,Male,Male,5148,0,2478,2478,2021-05-27,0.4519754170324846,0.449238578680203
Warren,Female,Female,6242,0,3038,3038,2021-05-27,0.5480245829675153,0.550761421319797
Menard,Other,Other,2,0,1,<10,2021-05-27,0.0002111709428782,0.0002135383301302
Menard,Female,Female,5437,0,2684,2684,2021-05-27,0.5740682082145496,0.5731368780696134
Menard,Unknown,Unknown,1,0,1,<10,2021-05-27,0.0001055854714391,0.0002135383301302
Menard,Male,Male,4031,0,1997,1997,2021-05-27,0.4256150353711329,0.4264360452701259
Fulton,Male,Male,11591,0,5777,5777,2021-05-27,0.4452254743796573,0.4450350512287189
Fulton,Unknown,Unknown,17,0,11,11,2021-05-27,0.0006529922409157,0.0008473923426546
Fulton,Female,Female,14426,0,7193,7193,2021-05-27,0.5541215333794269,0.5541175564286265
Bond,Female,Female,5635,0,2747,2747,2021-05-27,0.5518558417393008,0.5532729103726083
Bond,Unknown,Unknown,20,0,10,10,2021-05-27,0.0019586720203701,0.0020140986908358
Bond,Other,Other,2,0,1,<10,2021-05-27,0.000195867202037,0.0002014098690835
Bond,Male,Male,4554,0,2207,2207,2021-05-27,0.445989619038292,0.4445115810674723
Union,Male,Male,5417,0,2571,2571,2021-05-27,0.4542557651991614,0.4528800422758499
Union,Unknown,Unknown,12,0,1,<10,2021-05-27,0.0010062893081761,0.0001761493746697
Union,Female,Female,6496,0,3099,3099,2021-05-27,0.5447379454926625,0.545886912101462
Randolph,Male,Male,8525,0,4230,4230,2021-05-27,0.4441260744985673,0.444514501891551
Randolph,Other,Other,4,0,1,<10,2021-05-27,0.0002083876009377,0.0001050861706599
Randolph,Unknown,Unknown,25,0,18,18,2021-05-27,0.0013024225058609,0.0018915510718789
Randolph,Female,Female,10641,0,5266,5266,2021-05-27,0.554363115394634,0.5533837746952501
Scott,Unknown,Unknown,2,0,1,<10,2021-05-27,0.0007132667617689,0.0007288629737609
Scott,Male,Male,1211,0,593,593,2021-05-27,0.4318830242510699,0.4322157434402332
Scott,Female,Female,1591,0,778,778,2021-05-27,0.5674037089871612,0.5670553935860059
Stark,Other,Other,1,0,1,<10,2021-05-27,0.0002534211860111,0.0005178663904712
Stark,Female,Female,2177,0,1057,1057,2021-05-27,0.5516979219462748,0.5473847747281202
Stark,Male,Male,1767,0,873,873,2021-05-27,0.447795235681703,0.4520973588814086
Stark,Unknown,Unknown,1,0,1,<10,2021-05-27,0.0002534211860111,0.0005178663904712
Macoupin,Other,Other,2,0,1,<10,2021-05-27,6.10407446970853e-05,6.318716036901302e-05
Macoupin,Female,Female,18281,0,8817,8817,2021-05-27,0.5579429269037083,0.5571211929735878
Macoupin,Male,Male,14450,0,6991,6991,2021-05-27,0.4410193804364413,0.44174143813977
Macoupin,Unknown,Unknown,30,0,15,15,2021-05-27,0.0009156111704562,0.0009478074055351
Coles,Male,Male,12904,0,6580,6580,2021-05-27,0.431283422459893,0.4367160018583659
Coles,Unknown,Unknown,47,0,29,29,2021-05-27,0.0015708556149732,0.0019247361784031
Coles,Female,Female,16969,0,8458,8458,2021-05-27,0.5671457219251337,0.5613592619632309
Washington,Unknown,Unknown,22,0,19,19,2021-05-27,0.0021960471151926,0.0036835982939123
Washington,Male,Male,4526,0,2351,2351,2021-05-27,0.4517867837891794,0.4557968204730516
Washington,Female,Female,5469,0,2787,2787,2021-05-27,0.54591734877221,0.5403257076386196
Iroquois,Unknown,Unknown,26,0,13,13,2021-05-27,0.0015372790161414,0.0015463304389199
Iroquois,Female,Female,9497,0,4707,4707,2021-05-27,0.5615207237036599,0.5598905673843226
Iroquois,Male,Male,7390,0,3687,3687,2021-05-27,0.4369419972801986,0.4385631021767575
Saline,Unknown,Unknown,26,0,12,12,2021-05-27,0.00189628765225,0.0017194440464249
Saline,Female,Female,7789,0,3934,3934,2021-05-27,0.5680840201298227,0.563691073219659
Saline,Male,Male,5895,0,3033,3033,2021-05-27,0.4299467580774561,0.434589482733916
Hardin,Female,Female,1068,0,518,518,2021-05-27,0.5766738660907127,0.5794183445190156
Hardin,Male,Male,784,0,376,376,2021-05-27,0.4233261339092872,0.4205816554809843
McDonough,Female,Female,11028,0,5511,5511,2021-05-27,0.5498603909054647,0.5484673566878981
McDonough,Male,Male,8988,0,4507,4507,2021-05-27,0.4481451934583167,0.448546974522293
McDonough,Unknown,Unknown,38,0,28,28,2021-05-27,0.0018946948544076,0.0027866242038216
Mercer,Female,Female,6659,0,3234,3234,2021-05-27,0.5496491952125464,0.5476714648602878
Mercer,Unknown,Unknown,14,0,1,<10,2021-05-27,0.0011555922410235,0.0001693480101608
Mercer,Other,Other,4,0,1,<10,2021-05-27,0.000330169211721,0.0001693480101608
Mercer,Male,Male,5438,0,2662,2662,2021-05-27,0.448865043334709,0.4508044030482642
